"id","Size","color"
"beer tasting aficionados",0.541903588070814,"#690000"
"go players",0.463216518830198,"#690000"
"bachelor party planners",0.455306148025066,"#690000"
"experience seeker - pubs and bars",0.448699577697209,"#690000"
"3d graphic designers",0.448373084864092,"#690000"
"homebrewing experts",0.435132983050925,"#690000"
"augmented reality interested",0.430193851657378,"#690000"
"livestreaming devotees",0.429511830643986,"#690000"
"tech enthusiasts",0.417692407709845,"#690000"
"on the pulse- technology industry",0.415780629704736,"#690000"
"mobile enthusiasts",0.413714042376511,"#690000"
"electronics buffs",0.40877886456996,"#690000"
"tech enthusiasts- consumer electronics",0.40877886456996,"#690000"
"crypto curious",0.40810058909024,"#690000"
"on the shopping list- distilled beverages",0.404006268013113,"#690000"
"nightlife fans",0.402394348444915,"#690000"
"home tech enthusiasts- televisions",0.40163344194844,"#690000"
"cocktail mixologists",0.399839707605143,"#690000"
"video producers",0.395837757458861,"#690000"
"premier league fans",0.383658587988002,"#690000"
"on the shopping list- spirits",0.381828022531302,"#690000"
"the uk interested",0.380844106984855,"#690000"
"app obsessed",0.378813740722495,"#690000"
"brand trialers",0.375943353871031,"#690000"
"tech enthusiasts- portable media players",0.373573925375639,"#690000"
"smart home enthusiasts",0.372581575184767,"#690000"
"independent spirits",0.366082743180161,"#690000"
"on the pulse- media industry",0.365412800004212,"#690000"
"on the pulse- advertising industry",0.363195987420642,"#690000"
"g-star fans",0.361491894270221,"#690000"
"streaming media connoisseurs",0.360734721581536,"#690000"
"streaming media connoisseurs",0.360734721581536,"#690000"
"streaming media connoisseurs",0.360734721581536,"#690000"
"streaming media connoisseurs",0.360734721581536,"#690000"
"streaming media connoisseurs",0.360734721581536,"#690000"
"youtube enthusiasts",0.36025067668985,"#690000"
"on the shopping list- beer",0.358141430900785,"#690000"
"street style",0.35811891615061,"#690000"
"software experts- collaboration & conferencing tools",0.357084023093187,"#690000"
"tech enthusiasts- digital audio",0.356496408696444,"#690000"
"risk takers",0.354601547965758,"#690000"
"hands on home renovators",0.353685276968461,"#690000"
"media & communication buffs",0.352656736167831,"#690000"
"tech enthusiasts- power adapters & chargers",0.3506972089209,"#690000"
"fitness fans- physical exercise",0.349718296947918,"#690000"
"rugby fans",0.349487372668577,"#690000"
"software experts",0.348779114586549,"#690000"
"indie music fans",0.347638825617207,"#690000"
"indie music fans",0.347638825617207,"#690000"
"new baby preppers- feeding",0.345517510816856,"#690000"
"darts players",0.344657376148571,"#690000"
"home tech enthusiasts- hydroponics",0.344379745967693,"#690000"
"paragliding daredevils",0.342172303231652,"#690000"
"ott show binge-watchers",0.339197515785726,"#690000"
"ott show binge-watchers",0.339197515785726,"#690000"
"ott show binge-watchers",0.339197515785726,"#690000"
"satire readers",0.339075121771847,"#690000"
"newly engaged",0.331860122639674,"#690000"
"sony fans",0.33170160803243,"#690000"
"ncaa football lovers",0.331398082586975,"#690000"
"oneplus fans",0.331154779095439,"#690000"
"cars and motoring show fans",0.331090465688798,"#690000"
"budget formal dressers- male",0.330165792769798,"#690000"
"adventurous eaters",0.329434265826405,"#690000"
"pre-school families",0.327994524837714,"#690000"
"cricket world cup fans",0.326928615458656,"#690000"
"investment enthusiasts - options",0.326638632235998,"#690000"
"xiaomi fans",0.326300148787388,"#690000"
"new parents",0.325477338204696,"#690000"
"chemistry enthusiasts",0.325362586630986,"#690000"
"rugby world cup fans",0.325179762124276,"#690000"
"sports players- equipment",0.325006056495534,"#690000"
"web design aficionados- software",0.32475194971189,"#690000"
"social media enthusiasts",0.324625100145103,"#690000"
"social media enthusiasts",0.324625100145103,"#690000"
"under armour fans",0.324170669087035,"#8B0000"
"mobile enthusiasts- accessories",0.324081991973915,"#8B0000"
"xbox fans",0.323955893336386,"#8B0000"
"nokia fans",0.323880662022489,"#8B0000"
"keen bbqers",0.323872965012234,"#8B0000"
"web design aficionados- site development",0.322025158636069,"#8B0000"
"supermarket regulars",0.321280099511662,"#8B0000"
"google fans",0.321229625715174,"#8B0000"
"economics thinkers",0.320730155066983,"#8B0000"
"child fashion",0.320289968426542,"#8B0000"
"shopping centre enthusiasts",0.3199587959973,"#8B0000"
"sports science enthusiasts",0.319691273499255,"#8B0000"
"comic book collectors",0.31946923335465,"#8B0000"
"experience seeker - stand-up comedy shows",0.316336731237398,"#8B0000"
"furniture builders",0.316208178085709,"#8B0000"
"on the shopping list- bbq products",0.316060908091825,"#8B0000"
"extreme sports junkies",0.316000677393312,"#8B0000"
"budget bag and wallet buyers- male",0.315950193074817,"#8B0000"
"news junkies- sports stories",0.315938897528459,"#8B0000"
"on the shopping list- pizza",0.315608597700623,"#8B0000"
"investment enthusiasts- forex",0.314577396745484,"#8B0000"
"british cuisine fans",0.313964108618072,"#8B0000"
"software experts- databases",0.313787932306581,"#8B0000"
"on the pulse- food industry",0.313127935100773,"#8B0000"
"mountain climbing buffs",0.311188159252982,"#8B0000"
"home tech enthusiasts- home theatre systems",0.310711284311326,"#8B0000"
"scion fans",0.310487804765736,"#8B0000"
"pop culture buffs",0.309739947307704,"#8B0000"
"pop culture buffs",0.309739947307704,"#8B0000"
"pop culture buffs",0.309739947307704,"#8B0000"
"software experts- browsers",0.309533431882765,"#8B0000"
"bicycle upgraders",0.309471847988909,"#8B0000"
"experience seeker - music festivals",0.309368797505889,"#8B0000"
"mountain biking fans",0.308912993441051,"#8B0000"
"sports radio fans",0.308631388246181,"#8B0000"
"sports radio fans",0.308631388246181,"#8B0000"
"performance tuners",0.30857377789142,"#8B0000"
"car tech fans- infotainment",0.308107704887745,"#8B0000"
"known brand prioritisers",0.30770049634408,"#8B0000"
"snowboarding aficionados",0.306694744811387,"#8B0000"
"on the pulse- entertainment industry",0.305729501695865,"#8B0000"
"seat fans",0.305347493601639,"#8B0000"
"london interested",0.304530588823066,"#8B0000"
"software experts- cloud computing",0.304118240196385,"#8B0000"
"asos fans",0.303995619677885,"#8B0000"
"creative thinkers",0.302700142008482,"#8B0000"
"mainstream accessory wearers- male",0.300610990764455,"#8B0000"
"software experts- email",0.300502980752245,"#8B0000"
"aspiring filmmakers- hardware",0.298855280339784,"#8B0000"
"on the pulse- logistics and transportation industry",0.298476991938249,"#8B0000"
"in the honeymoon period",0.298014885099935,"#8B0000"
"experience seeker - parties",0.297957434322574,"#8B0000"
"rugby league fans",0.297656339579544,"#8B0000"
"van owners",0.297569135354839,"#8B0000"
"surfing devotees",0.296907056510665,"#8B0000"
"fitness fans- bodybuilding",0.296778277586383,"#8B0000"
"fitness fans",0.295274661084665,"#8B0000"
"cricket fans",0.294344124505483,"#8B0000"
"asian cuisine fans",0.293863929571135,"#8B0000"
"aspiring filmmakers- editing",0.29371400468971,"#8B0000"
"fitness fans- heart rate monitors",0.293246773336167,"#8B0000"
"fitness fans- powerlifting",0.292502129056847,"#8B0000"
"cycling fans",0.292484071072508,"#8B0000"
"renault fans",0.292117484097243,"#8B0000"
"budget accessory wearers- male",0.291525229889186,"#8B0000"
"off-road owners",0.291290945514406,"#8B0000"
"home tech enthusiasts- speakers",0.289786548486457,"#8B0000"
"lego lovers",0.289540926720228,"#8B0000"
"table tennis enthusiasts",0.28945316191186,"#8B0000"
"caffeine addicts",0.289255183194696,"#8B0000"
"analytical experts",0.288966777201002,"#8B0000"
"global affairs enthusiasts",0.288586837561636,"#8B0000"
"subscription box members",0.288105023376415,"#8B0000"
"outdoor adventurers- campers",0.287544859864648,"#8B0000"
"tech investigators",0.287224657001614,"#8B0000"
"on the shopping list- biscuit",0.286009086621326,"#A50F15"
"peugeot fans",0.285632073874089,"#A50F15"
"catch-up tv buffs",0.28558498893394,"#A50F15"
"catch-up tv buffs",0.28558498893394,"#A50F15"
"catch-up tv buffs",0.28558498893394,"#A50F15"
"hugo boss fans",0.285457986792489,"#A50F15"
"investment enthusiasts- commodities",0.285423134404665,"#A50F15"
"adventure travellers",0.28520364655289,"#A50F15"
"adventure travellers",0.28520364655289,"#A50F15"
"adventure travellers",0.28520364655289,"#A50F15"
"needing business advice- business education",0.285014413686364,"#A50F15"
"samsung fans",0.283997845880182,"#A50F15"
"huawei fans",0.283925846033752,"#A50F15"
"boxing aficionados",0.283904080704863,"#A50F15"
"vinyl record collectors",0.283463382453046,"#A50F15"
"tech enthusiasts- gps devices",0.283295100077431,"#A50F15"
"doha interested",0.282559524571752,"#A50F15"
"american cuisine fans",0.280993570636655,"#A50F15"
"restaurant enthusiasts",0.280568300646519,"#A50F15"
"outdoor adventurers",0.280499777128262,"#A50F15"
"land rover fans",0.280153592462942,"#A50F15"
