"id","Size","color"
"rugby fans",0.85,"#690000"
"rugby world cup fans",0.689331818146921,"#690000"
"new zealand interested",0.688179994410335,"#690000"
"rugby league fans",0.597978687127819,"#690000"
"nations league fans",0.595953491835734,"#690000"
"experience seeker - sports events",0.583558580896864,"#690000"
"australia interested",0.558275000273575,"#690000"
"afl fans",0.543151563004405,"#690000"
"the uk interested",0.533647901347794,"#690000"
"independent spirits",0.532669705555443,"#690000"
"surfing devotees",0.528480910737044,"#690000"
"beach volleyball fans",0.525239518565455,"#690000"
"american football fans",0.519174186900275,"#690000"
"aussie rules loyalists",0.516304627516141,"#690000"
"domestic holidayers",0.514992148975165,"#690000"
"water sports lovers",0.506454605836195,"#690000"
"fifa world cup fans",0.503425831133755,"#690000"
"power 5 conferences fans",0.499928929055412,"#690000"
"go players",0.495303093316778,"#690000"
"soccer fans- attendees",0.492404425169302,"#690000"
"ncaa football lovers",0.490471688722455,"#690000"
"risk takers",0.487519540707047,"#690000"
"lacrosse fans",0.484388460697176,"#690000"
"cricket world cup fans",0.482614322681354,"#690000"
"premier league fans",0.467168991925835,"#690000"
"mls fans",0.466968300245833,"#690000"
"sports players",0.466377911221606,"#690000"
"sports fans",0.463874713216369,"#690000"
"european championships (football) fans",0.462629276699455,"#690000"
"nfl fans",0.459676593998801,"#690000"
"winter sports fans",0.45467814764905,"#690000"
"table tennis enthusiasts",0.447620743546885,"#690000"
"iceland interested",0.444708862883969,"#690000"
"brand trialers",0.439686322350945,"#690000"
"south africa interested",0.43862111135879,"#690000"
"fantasy sports players",0.433138626000344,"#690000"
"euro 2020 fans",0.433107909915656,"#690000"
"handball buffs",0.432890352615845,"#690000"
"no fuss holiday fans",0.429376998899749,"#690000"
"college sports fans",0.428819496358437,"#690000"
"news junkies- sports stories",0.42556884702445,"#690000"
"experience seeker - pubs and bars",0.424931767172918,"#690000"
"field hockey fans",0.420470983122873,"#690000"
"racquetball players",0.420428044859306,"#690000"
"experience seeker - live music",0.415373921503732,"#690000"
"reggae music fans",0.412961157377091,"#690000"
"outdoor adventurers- beaches",0.412896848279889,"#690000"
"switzerland interested",0.408609096406416,"#690000"
"nepal interested",0.408419220066875,"#690000"
"outdoor adventurers",0.405319829783395,"#690000"
"adidas fans",0.405314367090254,"#690000"
"british cuisine fans",0.403374658469591,"#690000"
"soccer fans",0.402458684774041,"#690000"
"cricket fans",0.402409808905142,"#690000"
"ice skating enthusiasts",0.401496710473178,"#690000"
"subscription box members",0.399048466330151,"#690000"
"ireland interested",0.398570138996248,"#690000"
"champions league fans",0.398216215224016,"#690000"
"impending travellers",0.395994366771901,"#690000"
"ligue 1 fans",0.395676045909255,"#690000"
"adventurous eaters",0.394911314202399,"#690000"
"frisbee players",0.394140468297843,"#690000"
"extreme sports junkies",0.393183695352463,"#690000"
"winter sports participants",0.392663605229852,"#690000"
"culturally curious",0.388298416269814,"#690000"
"active day trippers",0.387985319576455,"#690000"
"ice hockey fans",0.386768801980186,"#690000"
"shopping centre enthusiasts",0.384590774965168,"#690000"
"brussels interested",0.383032665154732,"#690000"
"table football players",0.382766587807725,"#690000"
"orienteering experts",0.382550712908221,"#690000"
"curling enthusiasts",0.382267052562406,"#690000"
"sri lanka interested",0.380861444399096,"#690000"
"basketball fans- attendees",0.380853733964941,"#690000"
"online gamblers",0.380680714465194,"#690000"
"canada interested",0.380087313819227,"#8B0000"
"germany interested",0.377591727493035,"#8B0000"
"japan interested",0.376793800502681,"#8B0000"
"pac 12 fans",0.37671687190632,"#8B0000"
"sports players- equipment",0.376291716659685,"#8B0000"
"rafting adventurers",0.376179779752373,"#8B0000"
"sweden interested",0.373884286152974,"#8B0000"
"ncaa baseball fans",0.373211325424842,"#8B0000"
"jazzy sock fans",0.373206843987699,"#8B0000"
"adventure travellers",0.37307837701932,"#8B0000"
"the north face fans",0.372460557973743,"#8B0000"
"board games players",0.372335601886042,"#8B0000"
"under armour fans",0.371706477004963,"#8B0000"
"experience seeker - amusement parks",0.371555629220255,"#8B0000"
"kabaddi enthusiasts",0.370653284832458,"#8B0000"
"nippon baseball fans",0.37060939093831,"#8B0000"
"denmark interested",0.370234802698639,"#8B0000"
"kite flying enthusiasts",0.369931449271964,"#8B0000"
"uk interested",0.368503395616054,"#8B0000"
"london interested",0.36744301387688,"#8B0000"
"street style",0.366291614595145,"#8B0000"
"on the pulse- apparel industry",0.365815419911938,"#8B0000"
"juggling enthusiasts",0.364804292396332,"#8B0000"
"la liga fans",0.363341465411569,"#8B0000"
"pet rabbit owners",0.363286915580219,"#8B0000"
"speed skating lovers",0.36254247603155,"#8B0000"
"volleyball lovers",0.362042523475672,"#8B0000"
"cornhole players",0.361023124158904,"#8B0000"
"swimwear fans",0.360665447721653,"#8B0000"
"travel buffs",0.359720221026319,"#8B0000"
"lacoste fans",0.35878069448145,"#8B0000"
"skiing lovers",0.358406963666888,"#8B0000"
"sport show fans",0.358101380167256,"#8B0000"
"camper van fans",0.357487948390553,"#8B0000"
