"id","Size","color"
"american cuisine fans",1,"#690000"
"fast food fans",0.845625130503331,"#690000"
"casual restaurant fans",0.804122721555827,"#690000"
"experience seeker - diners",0.798185760362207,"#690000"
"restaurant enthusiasts",0.785027290427071,"#690000"
"british cuisine fans",0.756318711305173,"#690000"
"trend setters",0.738566091240185,"#690000"
"adventurous eaters",0.721016696638099,"#690000"
"on the pulse- food industry",0.708497003658849,"#690000"
"asian cuisine fans",0.707713088229949,"#690000"
"foodies",0.703052789915495,"#690000"
"quality seekers",0.701827580980726,"#690000"
"on the shopping list- pizza",0.693864528097808,"#690000"
"street style",0.69122364565268,"#690000"
"keen bbqers",0.68430167919231,"#690000"
"on the shopping list- bbq products",0.679874120470686,"#690000"
"african cuisine fans",0.679818024108367,"#690000"
"independent spirits",0.6698502494064,"#690000"
"traditionalists",0.66866596782303,"#690000"
"snackers",0.66804393612913,"#690000"
"bachelor party planners",0.662133599206545,"#690000"
"jeans wearers",0.660117076229572,"#690000"
"food, drink and cooking show fans",0.658315549926707,"#690000"
"russian/eastern european cuisine fans",0.65576663244681,"#690000"
"young upwardly mobile",0.641946056200777,"#690000"
"on the shopping list- cheese & cheesemaking",0.640209304375609,"#690000"
"quick meals",0.639943577170163,"#690000"
"on the pulse- innovation",0.63508194639855,"#690000"
"brand trialers",0.634163977039695,"#690000"
"subscription box members",0.627619013160612,"#690000"
"on the shopping list- seafood",0.618860397749814,"#690000"
"on the shopping list- beer",0.614241200977783,"#690000"
"exhibition attendees",0.613976594836947,"#690000"
"vintage clothing collectors",0.611154751671425,"#690000"
"experience seeker - pubs and bars",0.610303800604625,"#690000"
"the uk interested",0.60922528932258,"#690000"
"indian cuisine fans",0.605726256177868,"#690000"
"g-star fans",0.604378382357597,"#690000"
"on the shopping list- condiments & sauces",0.602868746654116,"#690000"
"on the shopping list- vegetarian food",0.599206453795742,"#690000"
"executive car buyers",0.596584562501067,"#690000"
"cars and motoring show fans",0.595970989500101,"#690000"
"newly engaged",0.595153384806199,"#690000"
"checkers players",0.595071187709652,"#690000"
"sports car buyers",0.592234729036674,"#690000"
"high street fashionistas",0.591908739652566,"#690000"
"on the pulse- retail industry",0.588447168672957,"#690000"
"luxury investments",0.587750748621367,"#690000"
"chinese cuisine fans",0.587668287878523,"#690000"
"socialisers- home entertaining",0.587576753163345,"#690000"
"uk interested",0.587254247830989,"#690000"
"on the shopping list- crisps",0.586795553732605,"#690000"
"gardening fans- guerrilla gardening",0.586054198018395,"#690000"
"cinema goers & film lovers- cinema visitors",0.583813705709334,"#690000"
"convenience seekers",0.581530976675117,"#690000"
"zara fans",0.580811074620873,"#690000"
"creative thinkers",0.579173659398588,"#690000"
"inspiration hunters",0.579022971108353,"#690000"
"experience seeker - coffeehouses",0.578752503977213,"#690000"
"breakdance admirers",0.572411226122128,"#690000"
"mainstream casual dressers- male",0.57016757753407,"#690000"
"latin american cuisine fans",0.569486396012898,"#690000"
"beer tasting aficionados",0.568864209548154,"#690000"
"baby & toddler food",0.56775219117561,"#690000"
"on the shopping list- biscuit",0.566296224897011,"#690000"
"cooking enthusiasts",0.564314427756145,"#690000"
"risk takers",0.564224938612545,"#690000"
"middle eastern cuisine fans",0.563780380252049,"#690000"
"budget formal dressers- male",0.561362279921991,"#690000"
"levis fans",0.560927433021116,"#690000"
"diesel fans",0.560702123576706,"#690000"
"vegetarians",0.559166610524383,"#690000"
"scandinavian cuisine fans",0.556928094675138,"#690000"
"manolo blahnik fans",0.556608345936238,"#690000"
"margaret howell fans",0.555620442073851,"#690000"
"known brand prioritisers",0.555540342039261,"#8B0000"
"freestyle football fans",0.554786363952439,"#8B0000"
"luxury neighbourhoods",0.553401488446435,"#8B0000"
"bachelorette party planners",0.552170053702319,"#8B0000"
"car restoration enthusiasts",0.551661702853324,"#8B0000"
