"id","Size","color"
"on the shopping list- organic food",1,"#690000"
"fair trade prioritisers",0.993952852473116,"#690000"
"vegans",0.974222000565365,"#690000"
"sustainability champions",0.951259481638834,"#690000"
"vegetarians",0.886444004280618,"#690000"
"dieters- food supplements",0.864802069845631,"#690000"
"ethics thinkers",0.86229208416826,"#690000"
"environmental advocates",0.842004547853376,"#690000"
"healthy living- nutrition",0.818832367199647,"#690000"
"on the pulse- environmental services industry",0.815044535848723,"#690000"
"known brand prioritisers",0.804991885144703,"#690000"
"healthy eaters",0.783983901714021,"#690000"
"supermarket regulars",0.7834848835108,"#690000"
"foodies",0.775775341028368,"#690000"
"on the shopping list- vegetarian food",0.773780258983866,"#690000"
"on the pulse- food industry",0.772385633877485,"#690000"
"dieters- paleo",0.755170140809595,"#690000"
"gardening fans- guerrilla gardening",0.752579989949281,"#690000"
"animal rights campaigners",0.747344406996188,"#690000"
"on the shopping list- vegan food",0.745552522147144,"#690000"
"healthy living- wellness",0.739073523028932,"#690000"
"fitness fans",0.738994606363075,"#690000"
"foragers",0.734445284129842,"#690000"
"sisley fans",0.73304975596375,"#690000"
"magazine addicts",0.72007241455197,"#690000"
"healthy living- herbs and supplements",0.719681995603474,"#690000"
"on the shopping list- juice",0.719630607109248,"#690000"
"savvy savers",0.719315011839481,"#690000"
"gardening fans- composting",0.718111829939163,"#690000"
"healthy living- alternative medicine",0.717723293492842,"#690000"
"healthy living- holistic health",0.717723293492842,"#690000"
"fitness fans- physical exercise",0.716917071273265,"#690000"
"vegetable farming fans",0.716706494615414,"#690000"
"on the pulse- retail industry",0.707602783555159,"#690000"
"gardening fans",0.704630820737784,"#690000"
"health science buffs",0.700271840116288,"#690000"
"asian cuisine fans",0.697918900571025,"#690000"
"quality seekers",0.694233713649537,"#690000"
"health and fitness show fans",0.693750283692516,"#690000"
"on the pulse- agriculture",0.693381627432886,"#690000"
"pet owners- finding the right food",0.693106282326807,"#690000"
"brand trialers",0.692862433556395,"#690000"
"socialisers- home entertaining",0.689965912475792,"#690000"
"trend setters",0.688411315731779,"#690000"
"luxury inspiration",0.686090718432963,"#690000"
"organizational gurus",0.685681096382103,"#690000"
"cookbook readers",0.683173893319782,"#690000"
"on-the-pulse fashionistas",0.682223134832227,"#690000"
"unique product prioritisers",0.681131950152363,"#690000"
"young upwardly mobile",0.677720639293086,"#690000"
"healthy living- female health",0.676377277449244,"#690000"
"subscription box members",0.67574881681848,"#690000"
"street style",0.673678323339929,"#690000"
"pursuing personal development- mindfulness",0.672957350875091,"#690000"
"botanists",0.672372282470325,"#690000"
"baby & toddler food",0.671682715859217,"#690000"
"independent spirits",0.66989966360313,"#690000"
"large pet owners",0.668163998504802,"#690000"
"on the pulse- advertising industry",0.66205477010394,"#690000"
"on the pulse- media industry",0.659217636479584,"#690000"
"health concerned- reproductive health",0.657249498513143,"#690000"
"health concerned- sexual health",0.656766669840824,"#690000"
"home tech enthusiasts- hydroponics",0.653711876866293,"#690000"
"gardening fans- herb keeping",0.653439093184986,"#690000"
"lululemon fans",0.65328870680338,"#690000"
"culturally curious",0.650764081706125,"#690000"
"on the shopping list- chocolate",0.649930187930944,"#690000"
"dieters- weight loss",0.647929257111568,"#690000"
"adventurous eaters",0.647242875909951,"#690000"
"gardening fans- planting & horticulture",0.644094647528345,"#690000"
"a.p.c. fans",0.643079584911339,"#690000"
"food, drink and cooking show fans",0.64206926553105,"#690000"
"science and nature show fans",0.641093601983816,"#690000"
"budget shoes - male fans",0.638334669862873,"#690000"
"inspiration hunters",0.637612546611169,"#690000"
"convenience seekers",0.636230211132161,"#8B0000"
"social media enthusiasts",0.634015965495027,"#8B0000"
"app obsessed",0.633954796678814,"#8B0000"
"upcycling innovators",0.63126804044014,"#8B0000"
"go players",0.63003983538687,"#8B0000"
"pet dog owners- dog walking",0.629610560902349,"#8B0000"
"life science enthusiasts",0.629250825726769,"#8B0000"
"luxury skin care product prioritisers",0.628918865029805,"#8B0000"
"dieters- kombucha",0.626923564285175,"#8B0000"
"family time focussed",0.624962714868685,"#8B0000"
"healthy living- senior health",0.623874299272479,"#8B0000"
"business strategists",0.623489662218943,"#8B0000"
"intensive research shoppers",0.623051138981668,"#8B0000"
"cat owners",0.622514787190503,"#8B0000"
"tech enthusiasts",0.621635674048466,"#8B0000"
"new baby preppers- feeding",0.619983081255986,"#8B0000"
"financially astute savers",0.619958624878472,"#8B0000"
"snackers",0.619918138101664,"#8B0000"
"on the pulse- healthcare industry",0.619540751068934,"#8B0000"
"luxury hobbyists",0.619439882018859,"#8B0000"
"pet owners- in need of supplies",0.619267070958967,"#8B0000"
"pet dog owners",0.618781960890564,"#8B0000"
"on the shopping list- tarts & sweet treats",0.618489460288662,"#8B0000"
"gardening fans- hands on landscapers",0.617537176100237,"#8B0000"
"on the pulse- technology industry",0.61628438876929,"#8B0000"
"pet owners",0.616066442821623,"#8B0000"
"cooking enthusiasts",0.614082039326451,"#8B0000"
"sports players- equipment",0.613049708812237,"#8B0000"
"luxury sportswear buyers- female",0.612372979191524,"#8B0000"
"dieters- keto",0.610047548757876,"#8B0000"
"community activists",0.610005383041041,"#8B0000"
"luxury shoppers",0.608492079761102,"#8B0000"
"animal and nature lovers",0.608483635631667,"#8B0000"
"media & communication buffs",0.607318391041752,"#8B0000"
"thru-hiking enthusiasts",0.606719936084578,"#8B0000"
"lacoste fans",0.606201071902475,"#8B0000"
"fungi study devotees",0.604598691569055,"#8B0000"
"pet cat owners",0.604285897228523,"#8B0000"
"religious devotees- buddhism",0.603944567807657,"#8B0000"
"iro fans",0.602443127646118,"#8B0000"
"home upgraders- other kitchen appliance accessories",0.602248154176275,"#8B0000"
"gardening fans- flowers",0.601177982592995,"#8B0000"
"designers",0.600836841527708,"#8B0000"
"on the pulse- innovation",0.600452577184145,"#8B0000"
"the uk interested",0.600266108278035,"#8B0000"
"korean cuisine fans",0.598962065841242,"#8B0000"
"clinical medicine scholars",0.597792884388899,"#8B0000"
"african cuisine fans",0.597680801157587,"#8B0000"
"time poor people",0.597472910015828,"#8B0000"
"green energy advocates",0.596783957033481,"#8B0000"
"budget casual dressers- female",0.596716268373623,"#8B0000"
"home upgraders- freezers",0.596246745273338,"#8B0000"
"g-star fans",0.594709533784229,"#8B0000"
"new pet owners",0.594636522139448,"#8B0000"
"quick meals",0.594618092906775,"#8B0000"
"uniqlo fans",0.594231007310105,"#8B0000"
"hypochondriacs",0.593418814164081,"#8B0000"
"biology buffs",0.593360063076222,"#8B0000"
