"id","Size","color"
"rugby fans","0.564","#690000"
"rugby world cup fans","0.502","#690000"
"rugby league fans","0.489","#690000"
"experience seeker - sports events","0.452","#690000"
"nations league fans","0.423","#690000"
"sports players","0.393","#690000"
"sports fans","0.387","#690000"
"news junkies- sports stories","0.384","#690000"
"aussie rules loyalists","0.38","#690000"
"jukskei players","0.378","#690000"
"sports radio fans","0.375","#690000"
"experience seeker - live music","0.373","#690000"
"athletes & sports professionals","0.369","#690000"
"cricket fans","0.359","#690000"
"experience seeker - concerts","0.358","#690000"
"event organizers","0.357","#690000"
"power 5 conferences fans","0.355","#690000"
"live event enthusiasts","0.353","#690000"
"baseball fans","0.351","#690000"
"cricket world cup fans","0.35","#690000"
"fifa world cup fans","0.347","#690000"
"nfl fans","0.345","#690000"
"european championships (football) fans","0.345","#690000"
"afl fans","0.342","#690000"
"summer olympics fans","0.341","#690000"
"sports gamers","0.34","#690000"
"tv sports fans","0.34","#690000"
"fantasy sports players","0.336","#690000"
"soccer fans- attendees","0.335","#690000"
"darts players","0.334","#690000"
"kabaddi enthusiasts","0.333","#690000"
"ice hockey fans","0.333","#690000"
"mls fans","0.327","#690000"
"freestyle football fans","0.327","#690000"
"american football fans","0.325","#690000"
"sports memorabilia collectors","0.325","#690000"
"curling enthusiasts","0.321","#690000"
"basketball fans- attendees","0.321","#690000"
"new zealand interested","0.32","#690000"
"lacrosse fans","0.318","#690000"
"beach volleyball fans","0.318","#690000"
"ice skating enthusiasts","0.317","#690000"
"euro 2020 fans","0.317","#690000"
"horse racing lovers","0.316","#690000"
"nhl fans","0.316","#690000"
"water sports lovers","0.314","#690000"
"premier league fans","0.311","#690000"
"ligue 1 fans","0.31","#690000"
"college sports fans","0.309","#690000"
"horse owners","0.308","#690000"
"polo aficionados","0.307","#690000"
"coach fans","0.306","#690000"
"triathlon competitors","0.306","#690000"
"ipl fans","0.305","#690000"
"e-sports gamers","0.302","#690000"
"tennis lovers","0.302","#690000"
"australia interested","0.302","#690000"
"field hockey fans","0.301","#690000"
"netball players","0.299","#690000"
"nippon baseball fans","0.298","#690000"
"cost efficiency masters","0.296","#690000"
"experience seeker - music festivals","0.294","#690000"
"performing arts fans","0.293","#690000"
"squash players","0.293","#690000"
"ncaa football lovers","0.293","#690000"
"sports players- equipment","0.292","#690000"
"ireland interested","0.291","#690000"
"racquetball players","0.291","#690000"
"champions league fans","0.29","#690000"
"turkish super ligue fans","0.289","#690000"
"europa league fans","0.289","#690000"
"winter olympics fans","0.289","#690000"
"soccer fans","0.287","#690000"
"extreme sports junkies","0.287","#690000"
"cornhole players","0.286","#690000"
