"id","Size","color"
"training experts",0.708071596969516,"#690000"
"health concerned- cancer",0.630135528295245,"#690000"
"healthy living- wellness",0.628983451268915,"#690000"
"dedicated walkers",0.612562251057093,"#690000"
"healthy eaters",0.603425797169603,"#690000"
"philanthropists",0.601795513868029,"#690000"
"fitness fans- jogging",0.6,"#690000"
"health and fitness show fans",0.598635455047015,"#690000"
"health and fitness show fans",0.598635455047015,"#690000"
"health and fitness show fans",0.598635455047015,"#690000"
"health and fitness show fans",0.598635455047015,"#690000"
"long-distance runners",0.592655586709236,"#690000"
"veteran supporters",0.580644156649175,"#690000"
"hypochondriacs",0.573871513376303,"#690000"
"summer olympics fans",0.568901608585835,"#690000"
"mentoring experts",0.565680044525323,"#690000"
"health concerned- brain and nervous system disorders",0.55401112182581,"#690000"
"fitness fans- running",0.54989902060124,"#690000"
"health concerned- diabetes",0.544941143542665,"#690000"
"charity givers",0.544621526916988,"#690000"
"fitness fans- gyms & athletic clubs",0.542880951264895,"#690000"
"fitness fans",0.539048939487985,"#690000"
"health concerned- injuries",0.537238996838535,"#690000"
"puzzle hobbyists- memory training",0.528328856239323,"#690000"
"healthy living- nutrition",0.528098210945732,"#690000"
"fitness fans- cross trainers",0.522758650980594,"#690000"
"fitness fans- exercise equipment",0.520914758310026,"#690000"
"on the pulse- non-profit organizations",0.519359553466386,"#690000"
"health concerned- heart and cardiovascular diseases",0.50966969118492,"#690000"
"fitness fans- cardio",0.503385639001819,"#690000"
"charity and giving advocates",0.499578913613111,"#690000"
"healthy living- physical therapy",0.499220860577022,"#690000"
"health concerned- medical tests",0.496453154186663,"#690000"
"exhibition attendees",0.495083458604847,"#690000"
"constantly occupied",0.493584595785157,"#690000"
"swimming devotees",0.487178352017278,"#690000"
"traditionalists",0.486214513365622,"#690000"
"historical attraction fans",0.481748872398822,"#690000"
"clinical medicine scholars",0.480378397977694,"#690000"
"faith-based show fans",0.477908018334666,"#690000"
"faith-based show fans",0.477908018334666,"#690000"
"domestic holidayers",0.473784149975507,"#690000"
"home and garden show fans",0.473045147065045,"#690000"
"divorcees",0.471390053399942,"#690000"
"volunteer heroes",0.465747988452141,"#690000"
"sociology thinkers",0.464283617232915,"#690000"
"snowshoeing enthusiasts",0.463315576218447,"#690000"
"gardening fans",0.462806528247859,"#690000"
"family history buffs",0.461978053726164,"#690000"
"daily newspaper readers",0.461566186219939,"#690000"
"financial planners - retirement planning",0.459923852281892,"#690000"
"fitness fans- heart rate monitors",0.459215165060884,"#690000"
"social studies minds",0.457288337418541,"#690000"
"iceboat racing fans",0.456178328707073,"#690000"
"budgeting masters",0.453661640787443,"#690000"
"time poor people",0.452961010630467,"#690000"
"pet dog owners",0.451740784703656,"#690000"
"ethics thinkers",0.45053242413165,"#690000"
"pickleball players",0.450015785611082,"#690000"
"pursuing personal development- mindfulness",0.448342675763915,"#690000"
"healthy living- alternative medicine",0.447552750373745,"#690000"
"healthy living- holistic health",0.447552750373745,"#690000"
"healthy living- senior health",0.446144261976401,"#690000"
"tai chi practitioners",0.445936795766265,"#690000"
"fitness fans- physical exercise",0.444978296357058,"#690000"
"on the pulse- healthcare industry",0.439344949157132,"#690000"
"science and nature show fans",0.439267550695955,"#690000"
"science and nature show fans",0.439267550695955,"#690000"
"science and nature show fans",0.439267550695955,"#690000"
"science and nature show fans",0.439267550695955,"#690000"
"trail hikers",0.438714570725402,"#690000"
"thru-hiking enthusiasts",0.438489980804926,"#690000"
"lifelong learners",0.438242081734752,"#690000"
"lifelong learners",0.438242081734752,"#690000"
"horse owners",0.436934006488163,"#690000"
"boating aficionados",0.43665070400438,"#8B0000"
"tv news fans",0.434047384052872,"#8B0000"
"tv news fans",0.434047384052872,"#8B0000"
"charity fund raisers",0.43381922824975,"#8B0000"
"public radio supporters",0.432569722569306,"#8B0000"
"large pet owners",0.432260032188356,"#8B0000"
"magazine addicts",0.431435552329895,"#8B0000"
"active day trippers",0.430975026285219,"#8B0000"
"fitness fans- fitness classes & personal training services",0.429358672265586,"#8B0000"
"fitness fans- jumping rope",0.429109449174501,"#8B0000"
"health concerned- endocrine and metabolic diseases",0.428324703100325,"#8B0000"
"rest and relaxation prioritisers",0.427328830990661,"#8B0000"
"fitness fans- activity tracker",0.427149386677349,"#8B0000"
"health concerned- surgery",0.426935165017981,"#8B0000"
"health concerned- foot health",0.424636254776808,"#8B0000"
"family time focussed",0.424116956772883,"#8B0000"
"curling enthusiasts",0.420665371552559,"#8B0000"
"health concerned- lung and respiratory health",0.420396230735267,"#8B0000"
"travel buffs",0.420300463617756,"#8B0000"
"health concerned- bone and joint conditions",0.418323865056418,"#8B0000"
"health concerned- reproductive health",0.416467986041796,"#8B0000"
"winter olympics fans",0.415478327945844,"#8B0000"
"yoga fans",0.415148145921262,"#8B0000"
"yoga fans",0.415148145921262,"#8B0000"
"animal and nature lovers",0.414630575786244,"#8B0000"
"pet dog owners- dog walking",0.414059037069364,"#8B0000"
"barbershop music fans",0.414024763296769,"#8B0000"
"birthday celebrators",0.413139140006762,"#8B0000"
"education enthusiasts",0.411675576907556,"#8B0000"
"news radio followers",0.409743557588572,"#8B0000"
"news radio followers",0.409743557588572,"#8B0000"
"no fuss holiday fans",0.408532592755134,"#8B0000"
"dieters- food supplements",0.407805260710337,"#8B0000"
"health concerned- endocrine",0.40562099782054,"#8B0000"
"religious devotees",0.403441984972713,"#8B0000"
"equestrian enthusiasts",0.402787392317632,"#8B0000"
"orienteering experts",0.402616299695931,"#8B0000"
"soon to retire",0.402538036012745,"#8B0000"
"puzzle hobbyists- crossword puzzles",0.400547443825056,"#8B0000"
"life guidance seekers",0.400527806054247,"#8B0000"
"volleyball lovers",0.400221431302422,"#8B0000"
"religious devotees- spirituality",0.399677912461936,"#8B0000"
"health concerned- hair loss",0.399498066010174,"#8B0000"
"history book readers",0.399056652604923,"#8B0000"
"time management pros",0.398154396828487,"#8B0000"
"whale watching enthusiasts",0.396877995135125,"#8B0000"
"beach volleyball fans",0.395233635106878,"#8B0000"
"arts and culture show fans",0.39500715761155,"#8B0000"
"arts and culture show fans",0.39500715761155,"#8B0000"
"arts and culture show fans",0.39500715761155,"#8B0000"
"arts and culture show fans",0.39500715761155,"#8B0000"
"arts and culture show fans",0.39500715761155,"#8B0000"
"risk adverse",0.393462860741836,"#8B0000"
"skills-based training supporters",0.392078146519445,"#8B0000"
"luxury hobbyists",0.391427008136046,"#8B0000"
"birdwatching buffs",0.39065216984227,"#8B0000"
"documentary fans",0.390349999329593,"#8B0000"
"documentary fans",0.390349999329593,"#8B0000"
"documentary fans",0.390349999329593,"#8B0000"
"documentary fans",0.390349999329593,"#8B0000"
"documentary fans",0.390349999329593,"#8B0000"
"documentary fans",0.390349999329593,"#8B0000"
"politics show fans",0.390120407717041,"#8B0000"
"politics show fans",0.390120407717041,"#8B0000"
"tennis lovers",0.389415405104753,"#8B0000"
"intensive research shoppers",0.389374990531823,"#8B0000"
"active historians",0.388991740968493,"#8B0000"
"gymnastics admirers",0.387656777469979,"#8B0000"
"financial planners - travel insurance",0.387130289954483,"#8B0000"
"health concerned- blood disorders",0.386345552704478,"#8B0000"
"health concerned- sexual health",0.386262848230255,"#8B0000"
"pursuing personal development- self improvement",0.386219690921702,"#8B0000"
"dieters- weight loss",0.38550004727551,"#8B0000"
"reference readers",0.384864127263676,"#8B0000"
"on the pulse- media industry",0.384339804885374,"#8B0000"
"pursuing personal development- meditation",0.38423979605743,"#A50F15"
"photography fans",0.384119144329825,"#A50F15"
"healthy living- herbs and supplements",0.383425286917605,"#A50F15"
"talk radio enthusiasts",0.382521726762458,"#A50F15"
"talk radio enthusiasts",0.382521726762458,"#A50F15"
"radio tuners",0.381421398975881,"#A50F15"
"game show fans",0.381018269344308,"#A50F15"
"dieters- paleo",0.380298294074015,"#A50F15"
"healthy living- smoking cessation",0.379052970112786,"#A50F15"
"ambitious individuals",0.377249374665351,"#A50F15"
"health concerned- hormonal disorders",0.376482791642408,"#A50F15"
"triathlon competitors",0.374061983484533,"#A50F15"
"gardening fans- flowers",0.373151375877766,"#A50F15"
"british cuisine fans",0.37309950723675,"#A50F15"
"news/talk radio audience",0.372660788873678,"#A50F15"
"news/talk radio audience",0.372660788873678,"#A50F15"
"orienteering experts",0.371645815103937,"#A50F15"
"canoeing enthusiasts",0.371429863800377,"#A50F15"
"health concerned- first aid",0.371080241215885,"#A50F15"
"puzzle hobbyists- sudoku",0.370514866167767,"#A50F15"
"news junkies- sports stories",0.368548109861158,"#A50F15"
"health science buffs",0.368471381327428,"#A50F15"
"life science enthusiasts",0.368435085967483,"#A50F15"
"health concerned- pharmaceutical drugs",0.36765178173038,"#A50F15"
"golf enthusiasts",0.366119020965043,"#A50F15"
"gardening fans- hands on landscapers",0.366062372094398,"#A50F15"
"education science advocates",0.365495237326244,"#A50F15"
"health concerned- infectious diseases",0.365056638205901,"#A50F15"
"rest and relaxation prioritisers- massage",0.364695789423213,"#A50F15"
"recently bereaved",0.364191277691049,"#A50F15"
"documentary film fans",0.364171092884243,"#A50F15"
"outdoor adventurers- national parks",0.363278763337709,"#A50F15"
"british show fans",0.363064316795253,"#A50F15"
"british show fans",0.363064316795253,"#A50F15"
