"id","Size","color"
"on the shopping list- coffee",1,"#690000"
"experience seeker - coffeehouses",0.990909090909091,"#690000"
"on the shopping list- coffee roasting",0.984090909090909,"#690000"
"coffee connoisseurs- coffee maker & espresso machine accessories",0.877272727272727,"#690000"
"fitness fans- running",0.863636363636364,"#690000"
"long-distance runners",0.838636363636364,"#690000"
"fitness fans- jogging",0.806818181818182,"#690000"
"dedicated walkers",0.722727272727273,"#690000"
"picnic lovers",0.720454545454545,"#690000"
"fitness fans- physical exercise",0.718181818181818,"#690000"
"healthy living- wellness",0.706818181818182,"#690000"
"fitness fans",0.704545454545455,"#690000"
"trail hikers",0.702272727272727,"#690000"
"healthy eaters",0.695454545454545,"#690000"
"thru-hiking enthusiasts",0.677272727272727,"#690000"
"fitness fans- gyms & athletic clubs",0.661363636363636,"#690000"
"fitness fans- cardio",0.659090909090909,"#690000"
"fitness fans- male running shoes",0.659090909090909,"#690000"
"on the shopping list- tea",0.647727272727273,"#690000"
"outdoor adventurers",0.645454545454545,"#690000"
"fitness fans- fitness classes & personal training services",0.643181818181818,"#690000"
"outdoor adventurers- campers",0.643181818181818,"#690000"
"on the shopping list- energy drinks",0.636363636363636,"#690000"
"fitness fans- female running shoes",0.631818181818182,"#690000"
"orienteering experts",0.620454545454545,"#690000"
"mountain biking fans",0.618181818181818,"#690000"
"speed skating lovers",0.611363636363636,"#690000"
"mountain climbing buffs",0.602272727272727,"#690000"
"mountaineering experts",0.602272727272727,"#690000"
"triathlon competitors",0.602272727272727,"#690000"
"bicycle upgraders",0.597727272727273,"#690000"
"cycling fans",0.590909090909091,"#690000"
"gardening fans- guerrilla gardening",0.581818181818182,"#690000"
"dieters- food supplements",0.577272727272727,"#690000"
"roller skating fans",0.577272727272727,"#690000"
"dieters- kombucha",0.575,"#690000"
"new balance fans",0.572727272727273,"#690000"
"garden living enthusiasts- landscaping",0.568181818181818,"#690000"
"outdoor adventurers- parks",0.568181818181818,"#690000"
"winter sports fans",0.568181818181818,"#690000"
"sports science enthusiasts",0.561363636363636,"#690000"
"the north face fans",0.559090909090909,"#690000"
"training experts",0.556818181818182,"#690000"
"fitness fans- jumping rope",0.554545454545455,"#690000"
"sports players- equipment",0.554545454545455,"#690000"
"fitness fans- cross trainers",0.552272727272727,"#690000"
"lululemon fans",0.552272727272727,"#690000"
"food & beverages producers",0.545454545454545,"#690000"
"healthy living- nutrition",0.538636363636364,"#690000"
"outdoor adventurers- national parks",0.538636363636364,"#690000"
"on the shopping list- desserts",0.536363636363636,"#690000"
"fitness fans- pilates",0.534090909090909,"#690000"
"ice skating enthusiasts",0.531818181818182,"#690000"
