"id","Size","color"
"c&a fans","0.483376388527492","#690000"
"high street fashionistas","0.4690211432742309","#690000"
"asos fans","0.4582617604131404","#690000"
"cost efficiency masters","0.4550873125804901","#690000"
"budget casual dressers- female","0.4483899513339373","#690000"
"front of house retailers","0.4428635321575999","#690000"
"children's clothing fans","0.4425267358451931","#690000"
"mainstream casual dressers- female","0.4419536899682595","#690000"
"child fashion","0.44082814964005185","#690000"
"desigual fans","0.43536036808284173","#690000"
"style minded- dresses","0.43499371248017893","#690000"
"baby & toddler fashion","0.43437534405123585","#690000"
"gap fans","0.4329688769723532","#690000"
"zara fans","0.42678530697692707","#690000"
"the kooples fans","0.4261852694165085","#690000"
"calvin klein fans","0.42551216266128755","#690000"
"topshop fans","0.4236372246712899","#690000"
"uniqlo fans","0.42078514316640603","#690000"
"budget underwear buyers- male","0.4205312431964888","#690000"
"on the pulse- apparel industry","0.4174918758200944","#690000"
"on-the-pulse fashionistas","0.4168773112417211","#690000"
"banana republic fans","0.4166664369534144","#690000"
"budget dressers- female","0.41646712191399005","#690000"
"h&m fans","0.41569125989331546","#690000"
"home design fans- nursery","0.41525085074418844","#690000"
"budget handbag buyers- female","0.4129179087014266","#690000"
"fashion employees","0.41195708995727426","#690000"
"old navy fans","0.41101329966592065","#690000"
"mainstream formal dressers- female","0.41061304754728156","#690000"
"primark fans","0.4086462432217164","#690000"
"new parents","0.4085245713078382","#690000"
"budget sportswear buyers- female","0.40601699522733525","#690000"
"budget formal dressers- female","0.4055064949270948","#690000"
"textile industry professionals","0.4050681555161924","#690000"
"retail role enthusiasts","0.403861913312603","#690000"
"luxury underwear buyers- female","0.4030030415972722","#690000"
"mainstream underwear buyers- male","0.3987755703743656","#690000"
"mainstream sportswear buyers- female","0.39843188361000187","#690000"
"street style","0.39782026969953643","#690000"
"urban outfitters fans","0.39569092916043447","#690000"
"mainstream underwear buyers- female","0.39462866589036494","#690000"
"mainstream dressers- female","0.39197162440657335","#690000"
"luxury casual dressers- female","0.3914096175440166","#690000"
"on the pulse- retail industry","0.3907876193866062","#690000"
"luxury sportswear buyers- female","0.39045335694186956","#690000"
"temperley london fans","0.3902909953421368","#690000"
"budget sportswear buyers- male","0.39011915709350825","#690000"
"claudie pierlot fans","0.3900942609363398","#690000"
"american eagle outfitters fans","0.38807572633438653","#690000"
"bachelorette party planners","0.38592844862908926","#690000"
"savvy savers","0.3852995045557394","#690000"
"jil sander fans","0.3830633407711518","#690000"
"mainstream hat buyers- female","0.38273883553356025","#690000"
"forever 21 fans","0.38188711207602166","#690000"
"mainstream accessory wearers- female","0.38055831542140084","#690000"
"shopping centre enthusiasts","0.38053168764189454","#690000"
"budget accessory wearers- female","0.38019171744862434","#690000"
"promotion strategists","0.37850553767031797","#690000"
"designer clothing fans","0.3749195789985693","#690000"
"family time focussed","0.37471723003694185","#690000"
"new baby preppers- feeding","0.3731688764336212","#690000"
"budget casual dressers- male","0.3730111786899827","#690000"
"prom preparers","0.3725816672923798","#690000"
