"id","Size","color"
"quality seekers",1,"#690000"
"designer clothing fans",0.988689769531867,"#690000"
"couture fashion",0.968226997293351,"#690000"
"on-the-pulse fashionistas",0.964275499573943,"#690000"
"net-a-porter fans",0.95903361578577,"#690000"
"luxury casual dressers- female",0.954038788831336,"#690000"
"oscar de la renta fans",0.953090924102402,"#690000"
"fashion employees",0.951817688580562,"#690000"
"prada fans",0.946057855198081,"#690000"
"luxury accessory wearers- female",0.945420344397892,"#690000"
"jil sander fans",0.940838593703557,"#690000"
"hermes (fashion) fans",0.932986121585409,"#690000"
"luxury handbag buyers- female",0.924400224847264,"#690000"
"jimmy choo fans",0.922379940459119,"#690000"
"balenciaga fans",0.917068875835804,"#690000"
"missoni fans",0.913730937416717,"#690000"
"on the pulse- apparel industry",0.912106506246411,"#690000"
"armani fans",0.911408328870762,"#690000"
"giorgio armani fans",0.911408328870762,"#690000"
"luxury formal dressers- female",0.910612547694401,"#690000"
"burberry fans",0.908854177238508,"#690000"
"fendi fans",0.908319427916364,"#690000"
"designer outlet shoppers",0.90824402914627,"#690000"
"moschino fans",0.907655528475964,"#690000"
"salvatore ferragamo fans",0.904917314301634,"#690000"
"luxury shoppers",0.904733517036964,"#690000"
"luxury dressers- female",0.89748456114807,"#690000"
"a.p.c. fans",0.895742196154216,"#690000"
"bvlgari fans",0.895517144748899,"#690000"
"luxury business dressers- female",0.893359019974079,"#690000"
"emilio pucci fans",0.89003649701606,"#690000"
"kate spade fans",0.889057489356992,"#690000"
"tom ford fans",0.888868735953944,"#690000"
"street style",0.887898415685619,"#690000"
"christopher kane fans",0.88628472094498,"#690000"
"luxury casual dressers- male",0.885662964052379,"#690000"
"yves saint laurent fans",0.884825698440409,"#690000"
"miu miu fans",0.884159212335704,"#690000"
"christian louboutin fans",0.882366235317895,"#690000"
"balmain fans",0.881875405873561,"#690000"
"dolce & gabbana fans",0.880200110687353,"#690000"
"temperley london fans",0.879786886360283,"#690000"
"vera wang fans",0.879641272000508,"#690000"
"givenchy fans",0.87517933781642,"#690000"
"high street fashionistas",0.873423466586418,"#690000"
"luxury hat buyers- female",0.873349859408842,"#690000"
"michael kors fans",0.871353482728514,"#690000"
"bottega veneta fans",0.868866949111417,"#690000"
"christian dior fans",0.868176847640716,"#690000"
"dior fans",0.868176847640716,"#690000"
"mainstream handbag buyers- female",0.866541403992542,"#690000"
"luxury glasses wearers",0.866170658638378,"#690000"
"primark fans",0.863890845525408,"#690000"
"stella mccartney fans",0.863331207883044,"#690000"
"yohji yamamoto fans",0.861656549386387,"#690000"
"luxury dressers- male",0.861393628108601,"#690000"
"alexander wang fans",0.859665327483829,"#690000"
"tommy hilfiger fans",0.858787445118803,"#690000"
"lacoste fans",0.858140464265964,"#690000"
"experience seeker - fashion events",0.857906263226018,"#690000"
"marni fans",0.857598458123164,"#690000"
"front of house retailers",0.856368096393031,"#690000"
"chanel fans",0.855158643794887,"#690000"
"dkny fans",0.854385180788864,"#690000"
"mainstream accessory wearers- female",0.85183307511602,"#690000"
"brunello cucinelli fans",0.85120907748186,"#690000"
"calvin klein fans",0.850614584464238,"#690000"
"luxury shoe buyers- female",0.849312669341031,"#690000"
